graph_id,edge_list
graph_493,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 3), (2, 4), (2, 6), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 16), (3, 10), (3, 15), (4, 10), (4, 11), (5, 7), (5, 12), (5, 13), (5, 16), (5, 17), (6, 7), (6, 10), (6, 11), (6, 14), (6, 15), (7, 10), (7, 15), (7, 16), (7, 18), (8, 12), (8, 13), (8, 14), (9, 10), (9, 11), (9, 13), (10, 16), (12, 18), (13, 15), (18, 19)"
graph_494,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 28), (0, 32), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 13), (1, 14), (1, 19), (1, 21), (1, 22), (1, 23), (1, 24), (1, 26), (1, 27), (1, 28), (2, 3), (2, 4), (2, 9), (2, 10), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 23), (2, 24), (2, 27), (2, 28), (2, 29), (2, 30), (3, 4), (3, 5), (3, 6), (3, 9), (3, 10), (3, 12), (3, 14), (3, 15), (3, 16), (3, 18), (3, 21), (3, 23), (3, 24), (3, 25), (3, 26), (3, 28), (3, 29), (3, 32), (4, 5), (4, 6), (4, 7), (4, 14), (4, 16), (4, 17), (4, 19), (4, 20), (4, 24), (4, 26), (4, 27), (4, 31), (5, 7), (5, 8), (5, 9), (5, 11), (5, 12), (5, 15), (5, 17), (5, 18), (5, 19), (5, 22), (5, 23), (5, 25), (5, 28), (5, 29), (5, 31), (6, 8), (6, 9), (6, 10), (6, 12), (6, 13), (6, 22), (6, 23), (6, 24), (6, 25), (6, 27), (6, 28), (6, 30), (6, 32), (7, 8), (7, 11), (7, 14), (7, 15), (7, 23), (7, 24), (7, 25), (7, 28), (7, 29), (7, 30), (7, 34), (8, 9), (8, 10), (8, 11), (8, 13), (8, 15), (8, 18), (8, 20), (8, 21), (8, 24), (8, 25), (8, 26), (8, 28), (9, 10), (9, 11), (9, 12), (9, 13), (9, 18), (9, 20), (9, 21), (9, 26), (9, 27), (9, 28), (9, 30), (10, 11), (10, 19), (10, 20), (10, 21), (10, 22), (10, 24), (10, 25), (10, 27), (10, 32), (10, 34), (11, 17), (11, 20), (11, 21), (11, 22), (11, 24), (11, 25), (11, 26), (11, 29), (11, 33), (12, 13), (12, 15), (12, 16), (12, 17), (12, 18), (12, 20), (12, 21), (12, 23), (12, 24), (12, 25), (12, 26), (12, 28), (12, 29), (12, 32), (13, 14), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 27), (13, 29), (13, 31), (13, 32), (14, 15), (14, 16), (14, 19), (14, 20), (14, 24), (14, 29), (14, 30), (14, 31), (15, 23), (15, 24), (15, 25), (15, 29), (15, 30), (15, 34), (16, 18), (16, 20), (16, 21), (16, 24), (16, 31), (17, 18), (17, 20), (17, 22), (17, 24), (17, 27), (17, 28), (17, 29), (17, 30), (18, 19), (18, 20), (18, 21), (18, 24), (18, 30), (18, 31), (19, 20), (19, 22), (19, 23), (19, 24), (19, 25), (19, 30), (19, 31), (20, 21), (20, 25), (20, 26), (20, 28), (20, 29), (20, 33), (21, 22), (21, 27), (21, 29), (21, 30), (21, 31), (21, 32), (21, 34), (21, 36), (22, 23), (22, 24), (22, 28), (22, 31), (23, 24), (23, 25), (23, 31), (23, 32), (24, 25), (24, 26), (24, 27), (24, 28), (24, 30), (24, 31), (24, 33), (25, 27), (25, 29), (25, 31), (25, 34), (26, 27), (26, 31), (26, 32), (27, 28), (27, 31), (27, 32), (29, 30), (30, 32), (31, 32), (31, 33), (32, 35)"
graph_495,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (1, 3), (1, 4), (2, 6), (3, 4), (4, 5), (5, 6), (5, 7), (6, 8), (7, 8), (8, 9), (9, 10), (9, 11), (10, 11), (11, 12), (11, 13), (12, 13), (12, 14), (12, 15), (13, 14), (14, 16), (15, 16), (16, 17)"
graph_496,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 10), (1, 12), (1, 14), (1, 15), (2, 3), (2, 4), (2, 6), (2, 8), (2, 9), (2, 10), (2, 11), (2, 13), (2, 14), (2, 16), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 12), (3, 13), (3, 14), (3, 15), (3, 18), (3, 20), (4, 5), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 13), (4, 14), (4, 16), (4, 17), (4, 18), (5, 6), (5, 7), (5, 9), (5, 11), (5, 14), (5, 16), (5, 17), (5, 18), (6, 7), (6, 8), (6, 9), (6, 12), (6, 13), (6, 15), (6, 16), (6, 17), (6, 19), (6, 21), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 17), (8, 9), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 17), (8, 19), (9, 10), (9, 11), (9, 12), (9, 14), (9, 17), (10, 11), (10, 12), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (11, 14), (11, 15), (11, 17), (11, 18), (12, 13), (12, 14), (12, 17), (12, 18), (13, 14), (13, 15), (13, 18), (14, 16), (14, 18), (14, 19), (15, 16), (16, 17), (16, 19), (17, 18), (18, 19), (18, 21), (19, 20), (19, 21)"
graph_497,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 11), (1, 12), (1, 13), (1, 14), (1, 20), (2, 3), (2, 4), (2, 6), (2, 8), (2, 10), (2, 11), (2, 13), (2, 15), (3, 4), (3, 5), (3, 6), (3, 12), (3, 13), (3, 16), (3, 17), (4, 6), (4, 8), (4, 10), (4, 11), (4, 14), (4, 15), (4, 16), (4, 20), (5, 6), (5, 7), (5, 9), (5, 12), (5, 13), (5, 15), (5, 16), (5, 17), (5, 18), (5, 20), (6, 10), (7, 10), (7, 13), (7, 14), (8, 9), (8, 10), (8, 13), (8, 14), (8, 16), (8, 22), (9, 10), (9, 12), (9, 13), (9, 17), (10, 12), (10, 14), (11, 14), (11, 18), (11, 21), (12, 18), (12, 19), (12, 23), (13, 14), (13, 15), (13, 17), (13, 20), (13, 21), (14, 16), (14, 20), (15, 18), (16, 18), (16, 23), (17, 18), (17, 25), (18, 19), (18, 20), (18, 22), (18, 24), (19, 24), (19, 25), (20, 23), (20, 26), (21, 24), (21, 25), (22, 24)"
graph_498,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 4), (3, 5), (3, 6), (3, 7), (3, 9), (3, 11), (3, 12), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 11), (4, 12), (4, 13), (4, 17), (5, 6), (5, 8), (5, 9), (5, 11), (5, 12), (6, 10), (6, 12), (6, 14), (7, 8), (7, 9), (7, 11), (7, 12), (7, 14), (7, 20), (8, 9), (8, 10), (8, 11), (8, 12), (8, 14), (8, 15), (9, 10), (9, 12), (9, 17), (10, 12), (10, 14), (11, 17), (12, 13), (12, 19), (13, 15), (13, 17), (14, 15), (15, 16), (16, 17), (18, 21), (23, 24)"
graph_499,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 2), (1, 6), (1, 11), (1, 14), (1, 16), (1, 17), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 11), (2, 12), (2, 13), (2, 15), (2, 17), (2, 18), (2, 19), (2, 20), (2, 22), (3, 4), (3, 8), (3, 10), (3, 14), (3, 16), (3, 18), (4, 5), (4, 6), (4, 8), (4, 9), (4, 10), (4, 11), (4, 16), (5, 9), (5, 22), (7, 21), (8, 9), (9, 17), (10, 11), (10, 12), (10, 18), (12, 16), (21, 24)"
graph_500,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 14), (1, 18), (2, 3), (2, 4), (2, 5), (2, 6), (2, 9), (2, 10), (2, 11), (2, 13), (2, 15), (2, 19), (3, 4), (3, 5), (3, 6), (3, 7), (3, 9), (3, 12), (3, 17), (3, 19), (4, 5), (4, 6), (4, 9), (4, 14), (4, 17), (4, 18), (4, 19), (5, 6), (5, 7), (5, 9), (5, 10), (5, 17), (5, 18), (5, 20), (6, 8), (6, 10), (6, 17), (6, 19), (7, 9), (7, 11), (7, 13), (7, 14), (7, 20), (7, 21), (8, 10), (8, 11), (8, 13), (8, 14), (8, 15), (8, 19), (8, 20), (9, 15), (9, 16), (9, 18), (9, 19), (9, 21), (10, 14), (10, 15), (10, 17), (10, 18), (10, 19), (11, 12), (11, 16), (11, 19), (12, 19), (13, 15), (13, 19), (13, 20), (14, 17), (14, 18), (14, 21), (15, 19), (16, 17), (16, 19), (17, 18), (17, 19), (17, 20), (18, 19), (18, 21), (19, 20), (19, 23), (22, 23)"
graph_501,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 12), (1, 14), (1, 15), (2, 3), (2, 5), (2, 6), (2, 7), (2, 11), (2, 12), (3, 4), (3, 6), (3, 8), (3, 12), (4, 5), (4, 6), (4, 7), (4, 13), (4, 16), (5, 6), (5, 7), (5, 9), (5, 10), (5, 16), (6, 7), (6, 11), (6, 12), (6, 14), (7, 8), (7, 9), (7, 10), (7, 16), (9, 10), (10, 11), (10, 12), (10, 13), (13, 14), (14, 15)"
graph_502,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 18), (1, 2), (1, 3), (1, 4), (1, 5), (1, 7), (1, 13), (1, 14), (1, 15), (1, 18), (1, 20), (1, 21), (1, 22), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (2, 11), (2, 13), (2, 16), (2, 18), (2, 19), (3, 4), (3, 5), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 16), (3, 23), (4, 5), (4, 6), (4, 7), (4, 8), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 18), (4, 19), (4, 21), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (6, 8), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 16), (6, 20), (7, 8), (7, 9), (7, 12), (7, 13), (7, 14), (7, 15), (7, 17), (7, 18), (7, 19), (7, 20), (8, 10), (8, 12), (8, 13), (8, 18), (8, 20), (9, 10), (9, 13), (9, 16), (9, 18), (9, 20), (9, 21), (9, 22), (10, 12), (10, 13), (10, 14), (10, 16), (10, 17), (10, 20), (10, 24), (11, 18), (11, 20), (11, 21), (11, 23), (12, 15), (12, 18), (12, 19), (13, 14), (13, 16), (13, 17), (13, 19), (13, 20), (13, 22), (14, 17), (14, 20), (15, 18), (15, 19), (16, 19), (16, 23), (17, 23), (18, 19), (19, 20), (19, 22), (19, 25), (20, 21), (21, 22), (23, 24), (24, 25)"
graph_503,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 9), (2, 10), (2, 16), (3, 5), (3, 8), (3, 10), (3, 11), (3, 21), (4, 6), (4, 7), (4, 12), (5, 14), (5, 15), (5, 18), (5, 21), (5, 22), (7, 8), (7, 16), (7, 18), (7, 21), (8, 9), (8, 10), (8, 14), (8, 16), (8, 19), (9, 11), (10, 22), (11, 23), (13, 20), (15, 21), (15, 23), (16, 17), (16, 19), (16, 20), (16, 23), (17, 20), (17, 22), (19, 24)"
graph_504,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 19), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 10), (3, 11), (3, 12), (3, 13), (3, 15), (3, 16), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 14), (4, 15), (4, 16), (4, 18), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 13), (5, 14), (5, 15), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 17), (7, 18), (8, 9), (8, 10), (8, 11), (8, 12), (8, 14), (8, 15), (8, 16), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 16), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 18), (11, 12), (11, 13), (11, 14), (11, 18), (11, 19), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (13, 14), (13, 15), (13, 16), (13, 23), (14, 15), (14, 18), (14, 20), (15, 18), (16, 17), (17, 18), (17, 19), (18, 19), (19, 20), (20, 22), (21, 22)"
graph_505,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 17), (1, 2), (1, 3), (1, 4), (1, 5), (1, 10), (1, 14), (2, 3), (2, 6), (3, 4), (3, 5), (4, 8), (4, 10), (4, 11), (5, 6), (5, 7), (5, 9), (5, 10), (5, 13), (5, 14), (7, 9), (7, 11), (7, 12), (8, 9), (8, 13), (9, 10), (9, 13), (10, 13), (11, 16), (11, 18), (12, 14), (14, 17), (15, 16), (15, 17), (16, 17), (16, 19), (17, 18)"
graph_506,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 2), (1, 3), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 19), (2, 3), (2, 4), (2, 5), (2, 6), (2, 9), (2, 10), (2, 11), (2, 12), (2, 14), (2, 16), (2, 17), (2, 18), (2, 20), (3, 4), (3, 6), (3, 11), (3, 12), (3, 15), (3, 16), (3, 17), (3, 18), (3, 20), (3, 21), (4, 6), (4, 9), (4, 14), (4, 16), (4, 17), (4, 19), (4, 20), (4, 21), (5, 6), (5, 7), (5, 9), (5, 10), (5, 12), (5, 13), (5, 16), (5, 17), (5, 21), (6, 7), (6, 9), (6, 15), (6, 20), (7, 9), (7, 13), (7, 16), (8, 9), (8, 15), (8, 16), (8, 18), (10, 20), (11, 15), (11, 29), (12, 16), (13, 15), (14, 15), (14, 17), (14, 19), (14, 25), (15, 16), (17, 18), (18, 22), (18, 23), (19, 24), (21, 23), (27, 30)"
graph_507,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 18), (1, 2), (1, 3), (1, 4), (1, 10), (1, 13), (1, 14), (2, 3), (2, 4), (2, 6), (2, 8), (2, 12), (2, 13), (2, 15), (3, 4), (3, 8), (3, 10), (3, 15), (3, 16), (4, 5), (4, 7), (5, 8), (5, 11), (5, 12), (5, 16), (6, 7), (6, 8), (7, 15), (7, 16), (7, 18), (7, 22), (8, 14), (8, 16), (9, 10), (10, 16), (10, 17), (11, 15), (13, 18), (19, 21)"
graph_508,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 21), (0, 22), (0, 23), (0, 24), (1, 2), (1, 3), (1, 6), (1, 7), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 17), (2, 3), (2, 5), (2, 7), (2, 8), (2, 9), (2, 10), (2, 12), (2, 13), (2, 14), (2, 15), (2, 17), (2, 19), (3, 7), (3, 9), (3, 10), (3, 12), (3, 21), (4, 6), (4, 7), (4, 8), (4, 12), (4, 21), (5, 12), (5, 14), (6, 7), (6, 9), (6, 12), (6, 13), (6, 16), (6, 18), (7, 8), (7, 13), (7, 17), (7, 21), (8, 12), (9, 11), (9, 12), (9, 13), (9, 19), (9, 25), (10, 24), (11, 12), (11, 19), (12, 17), (13, 20), (14, 17), (14, 21), (14, 22), (15, 17), (15, 20), (15, 23), (16, 18), (16, 21), (16, 23), (17, 23), (17, 26), (19, 22)"
graph_509,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 3), (1, 11), (1, 14), (1, 17), (2, 3), (2, 4), (2, 6), (2, 10), (2, 15), (2, 16), (2, 19), (3, 4), (3, 8), (3, 9), (3, 10), (3, 12), (3, 13), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 12), (4, 13), (5, 6), (5, 11), (6, 8), (6, 12), (6, 17), (7, 8), (7, 13), (7, 16), (8, 16), (8, 17), (8, 18), (10, 11), (10, 12), (10, 13), (10, 14), (10, 19), (11, 16), (11, 17), (12, 13), (12, 19), (13, 15), (13, 16), (13, 19), (13, 20), (15, 19), (16, 21)"
graph_510,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 21), (0, 22), (0, 24), (0, 25), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (2, 11), (2, 12), (2, 15), (2, 16), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (3, 4), (3, 5), (3, 7), (3, 12), (3, 13), (3, 14), (3, 15), (3, 18), (3, 19), (3, 20), (3, 21), (3, 26), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 16), (4, 17), (4, 19), (4, 21), (4, 23), (4, 24), (4, 25), (5, 6), (5, 7), (5, 9), (5, 14), (5, 18), (5, 23), (5, 24), (5, 25), (6, 7), (6, 9), (6, 12), (6, 19), (6, 21), (6, 22), (6, 23), (6, 24), (6, 27), (7, 8), (7, 16), (7, 17), (7, 19), (7, 24), (8, 11), (8, 20), (8, 21), (8, 24), (8, 26), (9, 10), (9, 26), (9, 27), (10, 18), (10, 23), (10, 24), (10, 27), (13, 14), (13, 15), (15, 27), (16, 19), (16, 23), (16, 27), (16, 30), (17, 18), (17, 21), (17, 24), (18, 23), (19, 22), (20, 23), (21, 24), (23, 25), (24, 27), (25, 27), (25, 28), (26, 27), (27, 28), (28, 30)"
graph_511,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 13), (0, 16), (1, 2), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 12), (2, 3), (2, 4), (2, 8), (2, 10), (2, 14), (3, 4), (3, 6), (3, 10), (3, 11), (3, 13), (3, 18), (4, 7), (4, 9), (4, 13), (4, 14), (4, 16), (5, 7), (5, 15), (5, 18), (6, 7), (6, 9), (6, 11), (6, 12), (6, 13), (6, 14), (6, 19), (7, 8), (7, 13), (7, 14), (8, 11), (8, 12), (8, 14), (8, 15), (8, 17), (9, 12), (9, 14), (9, 19), (9, 20), (10, 15), (10, 17), (11, 12), (11, 15), (11, 21), (11, 22), (12, 16), (13, 15), (13, 19), (14, 15), (14, 17), (14, 21), (15, 18), (16, 19), (16, 20), (17, 19), (20, 24), (21, 24), (22, 24)"
graph_512,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 12), (1, 13), (1, 14), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (2, 12), (2, 14), (2, 17), (2, 19), (3, 4), (3, 5), (3, 6), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 17), (4, 5), (4, 6), (4, 8), (4, 10), (4, 11), (4, 12), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 14), (5, 16), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 14), (6, 19), (7, 9), (7, 13), (7, 14), (8, 9), (8, 10), (8, 11), (8, 14), (8, 15), (9, 17), (10, 19), (11, 13), (12, 17)"
graph_513,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 12), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 11), (2, 12), (2, 13), (3, 4), (3, 5), (3, 7), (3, 8), (3, 10), (3, 11), (3, 13), (4, 5), (4, 6), (4, 7), (4, 8), (4, 10), (4, 11), (5, 6), (5, 9), (5, 10), (5, 12), (5, 13), (5, 14), (6, 7), (6, 8), (6, 9), (6, 11), (6, 12), (6, 13), (7, 8), (7, 9), (7, 11), (7, 13), (8, 9), (8, 10), (8, 11), (8, 12), (8, 14), (9, 11), (9, 12), (9, 13), (9, 14), (10, 12), (10, 13), (11, 12), (11, 15), (12, 13), (12, 14), (13, 15)"
graph_514,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 11), (1, 12), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (2, 3), (2, 5), (2, 7), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 15), (2, 16), (2, 17), (2, 18), (2, 22), (2, 24), (3, 4), (3, 5), (3, 6), (3, 8), (3, 9), (3, 10), (3, 11), (3, 13), (3, 15), (3, 16), (3, 17), (3, 22), (3, 23), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 11), (4, 12), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 21), (5, 23), (6, 7), (6, 9), (6, 10), (6, 12), (6, 15), (6, 21), (6, 22), (7, 8), (7, 9), (7, 10), (7, 11), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 21), (7, 23), (8, 9), (8, 10), (8, 15), (8, 18), (8, 19), (8, 22), (8, 23), (8, 25), (9, 11), (9, 13), (9, 14), (9, 18), (9, 19), (9, 20), (9, 21), (9, 23), (10, 13), (10, 15), (10, 16), (10, 19), (10, 21), (11, 12), (11, 13), (11, 15), (11, 17), (11, 18), (11, 20), (11, 21), (11, 23), (12, 14), (12, 17), (12, 20), (12, 21), (12, 24), (13, 15), (13, 18), (13, 21), (13, 23), (13, 24), (14, 15), (14, 16), (14, 18), (14, 20), (14, 21), (14, 22), (15, 17), (15, 20), (15, 21), (15, 22), (15, 23), (16, 18), (16, 19), (16, 22), (16, 23), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (18, 19), (18, 20), (18, 23), (19, 22), (20, 24), (20, 25), (21, 23), (21, 25), (22, 24), (23, 24), (24, 28)"
graph_515,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 7), (1, 11), (1, 14), (2, 3), (2, 5), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 15), (2, 16), (2, 17), (3, 4), (3, 9), (3, 10), (3, 12), (3, 17), (4, 9), (4, 10), (4, 11), (5, 6), (5, 7), (5, 13), (6, 7), (6, 11), (7, 8), (7, 11), (8, 13), (9, 15), (9, 17), (9, 21), (11, 13), (13, 16), (13, 18), (13, 20), (14, 17)"
